,asin,product_title,product_price,currency,product_star_rating,product_num_ratings,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery
74,B0D31BDDKS,"AINOPE 240W USB C Cable 10FT, PD 3.0 C to C Cable Fast Charging, Right Angle USBC to USBC Cable Compatible with MacBook Pro, iPhone 15 Pro Max, Samsung Galaxy S24 23, iPad Pro Air 2024",12,USD,4.6,2019,1,$12.99,False,False,True,False,100+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
75,B0D1FY7SNB,"2024 Upgraded Ultrasonic Pest Repeller, Indoor Pest Repellent 6 Packs, Electronic Plug in Pest Control for Roach, Ant, Rodent, Mouse, Bugs, Mosquito, Spider Repellent for House, Garage, Warehouse",28,USD,5.0,5,1,$28.99,False,False,True,False,300+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Sat, Jun 8"
76,B07TPLZY74,"MUSICOZY Sleep Headphones Bluetooth 5.2 Headband Sleeping Headphones Sleep Eye Mask, Wireless Music Earbuds Earphones for Side Sleepers Men Women Air Travel Cool Tech Gadgets Unique Gifts",23,USD,4.3,16509,1,$23.99,False,False,True,True,2K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
77,B0946TNGPW,"Screen Cleaner Spray (16oz x 2 Pack) - Large Screen Cleaner Bottle - TV Screen Cleaner, Computer Screen Cleaner, for Laptop, Phone, Ipad - Electronic Cleaner - Microfiber Cloth Included",35,USD,4.6,28602,1,$35.97,False,False,True,True,300+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
78,B0CSGTZXT1,"Dr. Scholl&#x27;s Callus Remover Electronic Foot File, Electric Hard Skin Removal for Feet, Effortless Soft Smooth Skin in Minutes, Perfect for Travel, for Women &amp; Men, AAA Batteries Included",10,USD,4.5,190,1,$10.98,False,False,True,False,5K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
79,B0CLGXF95S,"typecase Mens Wallet Card Holder for AirTag: Leather Smart Wallet for Men Compatible with Apple Air Tag, RFID Blocking, Slim, Minimalist - 9-14 Card Capacity | ID Window | Cash Slot (Brown)",42,USD,4.3,2213,1,$42.99,False,False,True,True,100+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
80,B0CKMZDSCH,"USB C Cable, Braided USB C to Type C Charger Fast Charging 6ft 3Pack 60W Safe Certified Quick Data Sync Cord for iPhone 15/ 15 Pro/ 15 Plus/15 Pro Max/iPad Mini 6 Pro/Air 4/5/Galaxy S24/23/22/Note 20",3,USD,4.4,120,1,$3.99,False,False,True,False,300+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
81,B0C4JT3VTX,"Feeke Solar-Charger-Power-Bank - 36800mAh Portable Charger,QC3.0 Fast Charger Dual USB Port Built-in Led Flashlight and Compass for All Cell Phone and Electronic Devices (Orange)",23,USD,4.1,5094,1,$23.99,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
82,B086GKB4SB,"MiracleWipes for Electronics Cleaning - Screen Wipes Designed for TV, Phones, Monitors and More - Includes Microfiber Towel - (60 Count)",15,USD,4.4,19483,1,$15.49,False,False,True,True,2K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Sat, Jun 8 Arrives before Father's Day"
83,B0C52Z94TC,"2023 Upgraded Version Ultrasonic Pest Repeller, Indoor Ultrasonic Repellent for Roach, Rodent, Mouse, Bugs, Mosquito, Mice, Spider, Ant,Electronic Plug in Pest Control,3 Mode Switching,6 Packs",29,USD,4.0,1368,1,$29.99,True,False,True,False,10K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
84,B07R9YV22Y,HANPURE Gifts for Men Bluetooth Beanie Hat - Christmas Stocking Stuffers for Men Birthday Gift for Dad Husband Gadgets Cap,6,USD,4.4,3199,1,$6.99,False,False,True,False,0,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
85,B0D5GPQ7ZQ,"iPhone Fast Charger Block, [Apple MFi Certified] 2Pack 20W USB C Wall Charging Plug, Type-C Power Adapter Brick Cube for iPhone 15 Plus/15 Pro Max/14/14 Pro Max/13/13 Pro/12 Mini/11 Pro Max, iPad Pro",9,USD,4.6,154,1,$9.99,False,False,True,False,50+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
86,B0997HW4JP,"Screen Cleaner Spray (16oz) – Best Large Cleaning Kit for LCD LED OLED TV, Smartphone, iPad, Laptop, Touchscreen, Computer Monitor, Other Electronic Devices – Microfiber Cloth Wipes and 2 Nozzles",9,USD,4.6,3363,1,$9.99,False,False,True,False,7K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
87,B0CY1PYZYT,"JYELUK Replacement for Nintendo Switch Controller,Compatible with Switch Controllers With Lighting，Support Double Vibration/Wake-up/Screenshot",27,USD,3.9,59,1,$27.99,False,False,True,False,700+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
88,B0D52CLYDN,Ultrasonic Pest Repeller Plug in 2 Pack- Electronic Insect Control Defender - Roach Bed Bug Mouse Rodent Mosquito - Indoor Reject Repellent - for Cockroach Ants Mice Fly Rat Bedbug,24,USD,4.8,53,1,$24.99,False,False,True,True,200+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
89,B0CQ8QTXS9,"Victor M250B Indoor Electronic Humane Mouse Trap - No Touch, No See Electric Mouse Trap",19,USD,3.9,42,1,$19.98,False,False,True,False,1K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
90,B0D3BVZ4W6,"USB C to 3.5mm Headphone Jack Adapter for iPhone 15/15 Pro/Pro Max/Plus, Type C Aux Dongle Cable Cord Compatible with iPad, Samsung Galaxy S23/S23/S22/S21Ultra, MacBook,Note(3 Pack)…",13,USD,4.3,433,1,$13.99,False,False,True,False,100+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
91,B0CNSM1SPJ,"Electronic Compressed Air Duster 100000RPM, 3 Speeds Powerful Cordless Air Duster,Portable Air Blower for Cleaning Computer Keyboard PC, Orange",25,USD,4.6,137,1,$25.99,False,False,True,False,50+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
92,1450845681,Disney Mickey Mouse Clubhouse - My First Smart Pad Electronic Activity Pad and 8-Book Library - PI Kids,20,USD,4.7,852,1,$20.49,False,False,True,False,0,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
93,B09DY1ZHKS,"FLANCCI LED Light Blocking Stickers, Light Dimming LED Filters, (2 Sheets) Dimming Sheets for Routers, LED Covers Blackout, Dimming 50% ~ 80% of LED Lights, (2Sheets = 1 Cut Out + 1 Uncut)",6,USD,4.3,5000,1,$6.99,False,False,True,True,3K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
94,B0BNNGC3Q2,"3PCS Precision Tweezers Set, Upgraded Anti-Static Stainless Steel of Tweezers, for Electronics, Soldering, Laboratory Work, Jewelry-Making, Model, Craft",5,USD,4.5,1021,1,$5.99,True,False,True,False,5K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
95,1449333893,"Encyclopedia of Electronic Components Volume 1: Resistors, Capacitors, Inductors, Switches, Encoders, Relays, Transistors",14,USD,4.7,1073,1,$14.59,True,False,True,False,0,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
96,B00CLVQG68,"LightDims Black Out Edition - Light Blocking LED Covers/Light Dimming Sheets for Routers, Electronics and Appliances and More. Blocks 100% of Light, in Minimal Packaging.",4,USD,4.4,3625,1,$4.39,False,False,True,True,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
97,B0CFWHMTN1,"STAR WARS The Black Series Clone Captain Rex Premium Electronic Helmet, Ahsoka Adult Roleplay Item, Ages 14 and Up",131,USD,4.8,193,1,$131.99,False,False,True,False,800+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
98,B09DY1ZHKS,"FLANCCI LED Light Blocking Stickers, Light Dimming LED Filters, (2 Sheets) Dimming Sheets for Routers, LED Covers Blackout, Dimming 50% ~ 80% of LED Lights, (2Sheets = 1 Cut Out + 1 Uncut)",6,USD,4.3,5000,1,$6.99,False,False,True,True,3K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
99,B0D3BVZ4W6,"USB C to 3.5mm Headphone Jack Adapter for iPhone 15/15 Pro/Pro Max/Plus, Type C Aux Dongle Cable Cord Compatible with iPad, Samsung Galaxy S23/S23/S22/S21Ultra, MacBook,Note(3 Pack)…",13,USD,4.3,433,1,$13.99,False,False,True,False,100+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
100,1450845681,Disney Mickey Mouse Clubhouse - My First Smart Pad Electronic Activity Pad and 8-Book Library - PI Kids,20,USD,4.7,852,1,$20.49,False,False,True,False,0,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
101,B0CNSM1SPJ,"Electronic Compressed Air Duster 100000RPM, 3 Speeds Powerful Cordless Air Duster,Portable Air Blower for Cleaning Computer Keyboard PC, Orange",25,USD,4.6,137,1,$25.99,False,False,True,False,50+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
102,B0CY1PYZYT,"JYELUK Replacement for Nintendo Switch Controller,Compatible with Switch Controllers With Lighting，Support Double Vibration/Wake-up/Screenshot",27,USD,3.9,59,1,$27.99,False,False,True,False,700+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
103,B0BNNGC3Q2,"3PCS Precision Tweezers Set, Upgraded Anti-Static Stainless Steel of Tweezers, for Electronics, Soldering, Laboratory Work, Jewelry-Making, Model, Craft",5,USD,4.5,1021,1,$5.99,True,False,True,False,5K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
104,1449333893,"Encyclopedia of Electronic Components Volume 1: Resistors, Capacitors, Inductors, Switches, Encoders, Relays, Transistors",14,USD,4.7,1073,1,$14.59,True,False,True,False,0,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
105,B0CX1GPSL5,"USB C Wall Charger Block, 40W 4-Port Type C Block Fast Charging Dual Port USBC Power Adapter + QC USB Wall Plug Multiport USB C Cube Charger for iPhone 15 14 13 12 11 Pro Max XS XR, iPad, Samsung",9,USD,5.0,13,1,$9.99,False,False,True,False,200+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
106,B0CY57DPW5,"tomtoc Electronic Organizer Travel Case, Water Resistant Dual Compartment Tech Pouch Cable Organization Storage Bag for Charger, Cord, Phone, Hard Drive, Power Bank, Accessories Travel Essentials",24,USD,4.7,834,1,$24.99,False,False,True,True,100+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
107,B0CDPTD6HV,"JSAUX 1/4 Inch Guitar Cable 10FT, Guitar Cord Compatible with Electric Guitar, Bass, Drums, Pedals, Amplifiers, Preamps, Mixers, Tuners, Speakers, Acoustic, Right Angle Guitar Cable",9,USD,4.6,93,1,$9.99,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
108,B08K8WKRTY,"UNIWA Electronic Whistle, Battery Operated Whistle Adjustable 3 Different Loud Whistle Sounds with Lanyard Handheld Electronic Whistles for Referees Volleyball Coaches Teacher, Soccer Sports Whistle",12,USD,4.5,1975,1,$12.99,False,False,True,False,900+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
109,B0063U2RT8,Clear Electronic Grade Silicone - 2.8 oz Squeeze Tube,9,USD,4.7,522,1,$9.79,False,False,True,True,600+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
110,B0CFWHMTN1,"STAR WARS The Black Series Clone Captain Rex Premium Electronic Helmet, Ahsoka Adult Roleplay Item, Ages 14 and Up",131,USD,4.8,193,1,$131.99,False,False,True,False,800+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
111,B00JLV4BWC,"AC Infinity MULTIFAN S7, Quiet Dual 120mm USB Fan, UL-Certified for Receiver DVR Playstation Xbox Computer Cabinet Cooling",19,USD,4.7,7552,1,$19.99,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
112,1449333893,"Encyclopedia of Electronic Components Volume 1: Resistors, Capacitors, Inductors, Switches, Encoders, Relays, Transistors",14,USD,4.7,1073,1,$14.59,True,False,True,False,0,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
113,B0CX1GPSL5,"USB C Wall Charger Block, 40W 4-Port Type C Block Fast Charging Dual Port USBC Power Adapter + QC USB Wall Plug Multiport USB C Cube Charger for iPhone 15 14 13 12 11 Pro Max XS XR, iPad, Samsung",9,USD,5.0,13,1,$9.99,False,False,True,False,200+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
114,B0CKYS6V63,"CREATIVE DESIGN 50W Charging Station for Multiple Devices,6 Port Multiple USB Charger Station with 6 Cables Compatible with iPhone,iPad Kindle Tablet and Other Electronic（Space Gray）",36,USD,4.4,750,1,$36.99,False,False,True,True,100+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
115,B0CY57DPW5,"tomtoc Electronic Organizer Travel Case, Water Resistant Dual Compartment Tech Pouch Cable Organization Storage Bag for Charger, Cord, Phone, Hard Drive, Power Bank, Accessories Travel Essentials",24,USD,4.7,834,1,$24.99,False,False,True,True,100+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
116,B08MVXW4RY,"2 Jar Solder Flux, Flux for Soldering, Rosin Soldering Flux Paste for Lead-Free Electronics Soldering and Soldering DIY (1.2oz/35g in a Jar)",6,USD,4.6,3905,1,$6.99,False,False,True,False,2K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
117,B0CDPTD6HV,"JSAUX 1/4 Inch Guitar Cable 10FT, Guitar Cord Compatible with Electric Guitar, Bass, Drums, Pedals, Amplifiers, Preamps, Mixers, Tuners, Speakers, Acoustic, Right Angle Guitar Cable",9,USD,4.6,93,1,$9.99,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
118,B08K8WKRTY,"UNIWA Electronic Whistle, Battery Operated Whistle Adjustable 3 Different Loud Whistle Sounds with Lanyard Handheld Electronic Whistles for Referees Volleyball Coaches Teacher, Soccer Sports Whistle",12,USD,4.5,1975,1,$12.99,False,False,True,False,900+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
119,B0C3MZVY4M,"Digital Alarm Clock,Large Display LED And Mirror Desk Clock With Dual USB Charger Ports, 3 Levels Brightness,12/24H Alarm Clocks, Modern Electronic Clock for Bedroom Living Room Office - White",18,USD,4.2,165,1,$18.95,False,False,True,False,600+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
120,B0063U2RT8,Clear Electronic Grade Silicone - 2.8 oz Squeeze Tube,9,USD,4.7,522,1,$9.79,False,False,True,True,600+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
121,B0CFWHMTN1,"STAR WARS The Black Series Clone Captain Rex Premium Electronic Helmet, Ahsoka Adult Roleplay Item, Ages 14 and Up",131,USD,4.8,193,1,$131.99,False,False,True,False,800+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
122,B00JLV4BWC,"AC Infinity MULTIFAN S7, Quiet Dual 120mm USB Fan, UL-Certified for Receiver DVR Playstation Xbox Computer Cabinet Cooling",19,USD,4.7,7552,1,$19.99,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
123,B0BBVBBS2Y,"Portable Charger Power Bank 25800mAh, Ultra-High Capacity Fast Phone Charging with Newest Intelligent Controlling IC,2 USB Port External Cell Phone Battery Pack Compatible with iPhone,Android etc-Blue",25,USD,4.4,30515,1,$25.46,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
124,B0CPGPFW5Q,"MiracleSpray for Electronics Cleaning, Safe Multisurface Cleaner for Any TV, Phone, Monitor, Keyboard, Screen, Computer, Includes Microfiber Towel - 8 Ounce Kit",9,USD,4.6,4098,1,$9.99,False,False,True,True,3K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
125,B0C3DS2S9H,"Hasbro Gaming Electronic Battleship Reloaded Board Game | Naval Combat Strategy Game with Sounds, Lights, Special Attacks Ages 8 and Up | 1-2 Players",30,USD,4.6,30,1,$30.51,False,False,True,False,400+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
126,1449333893,"Encyclopedia of Electronic Components Volume 1: Resistors, Capacitors, Inductors, Switches, Encoders, Relays, Transistors",14,USD,4.7,1073,1,$14.59,True,False,True,False,0,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
127,B0CX1GPSL5,"USB C Wall Charger Block, 40W 4-Port Type C Block Fast Charging Dual Port USBC Power Adapter + QC USB Wall Plug Multiport USB C Cube Charger for iPhone 15 14 13 12 11 Pro Max XS XR, iPad, Samsung",9,USD,5.0,13,1,$9.99,False,False,True,False,200+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
128,B0CKYS6V63,"CREATIVE DESIGN 50W Charging Station for Multiple Devices,6 Port Multiple USB Charger Station with 6 Cables Compatible with iPhone,iPad Kindle Tablet and Other Electronic（Space Gray）",36,USD,4.4,750,1,$36.99,False,False,True,True,100+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
129,B0CDPTD6HV,"JSAUX 1/4 Inch Guitar Cable 10FT, Guitar Cord Compatible with Electric Guitar, Bass, Drums, Pedals, Amplifiers, Preamps, Mixers, Tuners, Speakers, Acoustic, Right Angle Guitar Cable",9,USD,4.6,93,1,$9.99,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
130,B08K8WKRTY,"UNIWA Electronic Whistle, Battery Operated Whistle Adjustable 3 Different Loud Whistle Sounds with Lanyard Handheld Electronic Whistles for Referees Volleyball Coaches Teacher, Soccer Sports Whistle",12,USD,4.5,1975,1,$12.99,False,False,True,False,900+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
131,B0063U2RT8,Clear Electronic Grade Silicone - 2.8 oz Squeeze Tube,9,USD,4.7,522,1,$9.79,False,False,True,True,600+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
132,B0CFWHMTN1,"STAR WARS The Black Series Clone Captain Rex Premium Electronic Helmet, Ahsoka Adult Roleplay Item, Ages 14 and Up",131,USD,4.8,193,1,$131.99,False,False,True,False,800+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
133,B00JLV4BWC,"AC Infinity MULTIFAN S7, Quiet Dual 120mm USB Fan, UL-Certified for Receiver DVR Playstation Xbox Computer Cabinet Cooling",19,USD,4.7,7552,1,$19.99,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
134,B0BBVBBS2Y,"Portable Charger Power Bank 25800mAh, Ultra-High Capacity Fast Phone Charging with Newest Intelligent Controlling IC,2 USB Port External Cell Phone Battery Pack Compatible with iPhone,Android etc-Blue",25,USD,4.4,30515,1,$25.46,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
135,B0CH9ZQ459,"20 in 1 Multifunctional Cleaner Kit for Electronic Devices, Keyboard Cleaning Brush, Headphones Cleaner Kit for AirPods, Multi-Tool for Cleaning Laptop, Keyboard, Earbuds, Camera, Cellphones",12,USD,4.4,446,1,$12.89,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
136,B0CPGPFW5Q,"MiracleSpray for Electronics Cleaning, Safe Multisurface Cleaner for Any TV, Phone, Monitor, Keyboard, Screen, Computer, Includes Microfiber Towel - 8 Ounce Kit",9,USD,4.6,4098,1,$9.99,False,False,True,True,3K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
137,B0C3DS2S9H,"Hasbro Gaming Electronic Battleship Reloaded Board Game | Naval Combat Strategy Game with Sounds, Lights, Special Attacks Ages 8 and Up | 1-2 Players",30,USD,4.6,30,1,$30.51,False,False,True,False,400+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
138,B08Y2VL1JK,"Screen &amp; Electronic Cleaning Wipes | Pre-Moistened Individual Wrapped (6&quot; x 6&quot;) TV Screen Cleaner, Computer Monitor, Laptop, Lens Wipes (100 Pack)",9,USD,4.4,748,1,$9.95,False,False,True,True,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
139,B0CDW3LTJT,Wireless Bluetooth Headphone with Noise Cancellation HiFi Stereo Sound Mic Deep Bass Protein Earpad Rainbow RGB Backlight Rechageable Over Ear Headset for PC Mac Game Travel Class Home Office (White),0,0,4.2,1109,1,0,False,False,False,False,0,Currently unavailable.
140,B0CFWHMTN1,"STAR WARS The Black Series Clone Captain Rex Premium Electronic Helmet, Ahsoka Adult Roleplay Item, Ages 14 and Up",131,USD,4.8,193,1,$131.99,False,False,True,False,800+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
141,B00JLV4BWC,"AC Infinity MULTIFAN S7, Quiet Dual 120mm USB Fan, UL-Certified for Receiver DVR Playstation Xbox Computer Cabinet Cooling",19,USD,4.7,7552,1,$19.99,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
142,B0CPGPFW5Q,"MiracleSpray for Electronics Cleaning, Safe Multisurface Cleaner for Any TV, Phone, Monitor, Keyboard, Screen, Computer, Includes Microfiber Towel - 8 Ounce Kit",9,USD,4.6,4098,1,$9.99,False,False,True,True,3K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
143,B0CH9ZQ459,"20 in 1 Multifunctional Cleaner Kit for Electronic Devices, Keyboard Cleaning Brush, Headphones Cleaner Kit for AirPods, Multi-Tool for Cleaning Laptop, Keyboard, Earbuds, Camera, Cellphones",12,USD,4.4,446,1,$12.89,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
144,B0C3DS2S9H,"Hasbro Gaming Electronic Battleship Reloaded Board Game | Naval Combat Strategy Game with Sounds, Lights, Special Attacks Ages 8 and Up | 1-2 Players",30,USD,4.6,30,1,$30.51,False,False,True,False,400+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
145,B0BBVBBS2Y,"Portable Charger Power Bank 25800mAh, Ultra-High Capacity Fast Phone Charging with Newest Intelligent Controlling IC,2 USB Port External Cell Phone Battery Pack Compatible with iPhone,Android etc-Blue",25,USD,4.4,30515,1,$25.46,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
146,B0CDW3LTJT,Wireless Bluetooth Headphone with Noise Cancellation HiFi Stereo Sound Mic Deep Bass Protein Earpad Rainbow RGB Backlight Rechageable Over Ear Headset for PC Mac Game Travel Class Home Office (White),0,0,4.2,1109,1,0,False,False,False,False,0,Currently unavailable.
147,B08Y2VL1JK,"Screen &amp; Electronic Cleaning Wipes | Pre-Moistened Individual Wrapped (6&quot; x 6&quot;) TV Screen Cleaner, Computer Monitor, Laptop, Lens Wipes (100 Pack)",9,USD,4.4,748,1,$9.95,False,False,True,True,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
148,B0CQMTN1X4,Rat Zapper - Electric Mouse Traps Indoor for Home - Safe and Effective Mice Traps for House Indoor Kill - Rat Zapper Electronic Rat Trap Reusable and No Touch - Outdoor Electric Rat Trap,44,USD,4.1,92,1,$44.97,False,False,True,True,700+ bought in past month,FREE delivery Jun 15 - 17 Or fastest delivery Jun 12 - 13 Only 11 left in stock - order soon.
149,B0CNDFWJQP,"EVEO Electronic Wipes Screen Cleaner-TV Screen Cleaner Wipes, Computer Screen Cleaner, Laptop Screen Cleaner, ipad &amp; Monitor Cleaner, TV Cleaner Screen Cleaning Wipes - [90 Wipes + Microfiber Cloth ]",14,USD,4.5,58,1,$14.97,False,False,True,True,1K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
